,dataset,eventId,template,content
63,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=PopupWindow:d76a91d)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.removeLocked:1554', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2691', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2560', 'com.android.server.wm.WindowManagerService.removeWindow:2555']"
64,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=PopupWindow:9b04807)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.removeLocked:1554', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2691', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2560', 'com.android.server.wm.WindowManagerService.removeWindow:2555']"
65,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=PopupWindow:9b04807)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.removeLocked:1554', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2691', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2560', 'com.android.server.wm.WindowManagerService.removeWindow:2555']"
66,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=PopupWindow:317e46)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.removeLocked:1554', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2691', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2560', 'com.android.server.wm.WindowManagerService.removeWindow:2555']"
67,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=134680583,', 'flags=0x1,', 'tag=""RILJ_ACK_WL"",', 'name=com.android.phone,', 'ws=null,', 'uid=1001,', 'pid=2626']"
68,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=134680583,', 'flg=0x0,', 'tag=""RILJ_ACK_WL"",', 'name=com.android.phone"",', 'ws=null,', 'uid=1001,', 'pid=2626']"
69,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=134680583,', 'flags=0x1,', 'tag=""RILJ_ACK_WL"",', 'name=com.android.phone,', 'ws=null,', 'uid=1001,', 'pid=2626']"
70,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=134680583,', 'flags=0x1,', 'tag=""RILJ_ACK_WL"",', 'name=com.android.phone,', 'ws=null,', 'uid=1001,', 'pid=2626']"
71,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=134680583,', 'flg=0x0,', 'tag=""RILJ_ACK_WL"",', 'name=com.android.phone"",', 'ws=null,', 'uid=1001,', 'pid=2626']"
72,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=120758482,', 'flags=0x1,', 'tag=""RILJ_ACK_WL"",', 'name=com.android.phone,', 'ws=null,', 'uid=1001,', 'pid=2626']"
73,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=120758482,', 'flg=0x0,', 'tag=""RILJ_ACK_WL"",', 'name=com.android.phone"",', 'ws=null,', 'uid=1001,', 'pid=2626']"
74,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=120758482,', 'flags=0x1,', 'tag=""RILJ_ACK_WL"",', 'name=com.android.phone,', 'ws=null,', 'uid=1001,', 'pid=2626']"
75,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=120758482,', 'flags=0x1,', 'tag=""RILJ_ACK_WL"",', 'name=com.android.phone,', 'ws=null,', 'uid=1001,', 'pid=2626']"
76,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=120758482,', 'flg=0x0,', 'tag=""RILJ_ACK_WL"",', 'name=com.android.phone"",', 'ws=null,', 'uid=1001,', 'pid=2626']"
77,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=120758482,', 'flags=0x1,', 'tag=""RILJ_ACK_WL"",', 'name=com.android.phone,', 'ws=null,', 'uid=1001,', 'pid=2626']"
78,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=120758482,', 'flags=0x1,', 'tag=""RILJ_ACK_WL"",', 'name=com.android.phone,', 'ws=null,', 'uid=1001,', 'pid=2626']"
79,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=120758482,', 'flg=0x0,', 'tag=""RILJ_ACK_WL"",', 'name=com.android.phone"",', 'ws=null,', 'uid=1001,', 'pid=2626']"
80,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=PopupWindow:317e46)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.removeLocked:1554', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2691', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2560', 'com.android.server.wm.WindowManagerService.removeWindow:2555']"
81,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=InputMethod)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.destroyOrSaveSurface:2201', 'com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementInner:517', 'com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementLoop:291', 'com.android.server.wm.WindowSurfacePlacer.performSurfacePlacement:233', 'com.android.server.wm.WindowManagerService$H.handleMessage:8670', 'android.os.Handler.dispatchMessage:105']"
82,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=189667585,', 'flags=0x1,', 'tag=""*launch*"",', 'name=android,', 'ws=WorkSource{10057},', 'uid=1000,', 'pid=1702']"
83,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=189667585,', 'flg=0x0,', 'tag=""*launch*"",', 'name=android"",', 'ws=WorkSource{10057},', 'uid=1000,', 'pid=1702']"
84,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.destroyOrSaveSurface:2201', 'com.android.server.wm.AppWindowToken.destroySurfaces:374', 'com.android.server.wm.AppWindowToken.notifyAppStopped:400', 'com.android.server.wm.WindowManagerService.notifyAppStopped:4869', 'com.android.server.am.ActivityStack.activityStoppedLocked:1393', 'com.android.server.am.ActivityManagerService.activityStopped:7690']"
85,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=189667585,', 'flags=0x1,', 'tag=""*launch*"",', 'name=android,', 'ws=WorkSource{10020},', 'uid=1000,', 'pid=1702']"
86,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=189667585,', 'flg=0x0,', 'tag=""*launch*"",', 'name=android"",', 'ws=WorkSource{10020},', 'uid=1000,', 'pid=1702']"
87,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=PopupWindow:6ac503e)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.destroyOrSaveSurface:2201', 'com.android.server.wm.AppWindowToken.destroySurfaces:374', 'com.android.server.wm.WindowStateAnimator.finishExit:590', 'com.android.server.wm.WindowStateAnimator.stepAnimationLocked:516', 'com.android.server.wm.WindowAnimator.updateWindowsLocked:311', 'com.android.server.wm.WindowAnimator.animateLocked:738']"
88,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=PopupWindow:317e46)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.removeLocked:1554', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2691', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2560', 'com.android.server.wm.WindowManagerService.removeWindow:2555']"
89,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=InputMethod)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.destroyOrSaveSurface:2201', 'com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementInner:517', 'com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementLoop:291', 'com.android.server.wm.WindowSurfacePlacer.performSurfacePlacement:233', 'com.android.server.wm.WindowManagerService$H.handleMessage:8670', 'android.os.Handler.dispatchMessage:105']"
90,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=189667585,', 'flags=0x1,', 'tag=""*launch*"",', 'name=android,', 'ws=WorkSource{10057},', 'uid=1000,', 'pid=1702']"
91,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=189667585,', 'flg=0x0,', 'tag=""*launch*"",', 'name=android"",', 'ws=WorkSource{10057},', 'uid=1000,', 'pid=1702']"
92,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=com.example.android.notepad/com.example.android.notepad.NoteEditor)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.destroyOrSaveSurface:2201', 'com.android.server.wm.AppWindowToken.destroySurfaces:374', 'com.android.server.wm.AppWindowToken.notifyAppStopped:400', 'com.android.server.wm.WindowManagerService.notifyAppStopped:4869', 'com.android.server.am.ActivityStack.activityStoppedLocked:1393', 'com.android.server.am.ActivityManagerService.activityStopped:7690']"
93,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=com.example.android.notepad/com.example.android.notepad.NoteEditor)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.destroyOrSaveSurface:2201', 'com.android.server.wm.AppWindowToken.destroySurfaces:374', 'com.android.server.wm.AppWindowToken.notifyAppStopped:400', 'com.android.server.wm.WindowManagerService.notifyAppStopped:4869', 'com.android.server.am.ActivityStack.activityStoppedLocked:1393', 'com.android.server.am.ActivityManagerService.activityStopped:7690']"
94,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=189667585,', 'flags=0x1,', 'tag=""*launch*"",', 'name=android,', 'ws=WorkSource{10111},', 'uid=1000,', 'pid=1702']"
95,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=189667585,', 'flg=0x0,', 'tag=""*launch*"",', 'name=android"",', 'ws=WorkSource{10111},', 'uid=1000,', 'pid=1702']"
96,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=PopupWindow:9b04807)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.removeLocked:1554', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2691', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2560', 'com.android.server.wm.WindowManagerService.removeWindow:2555']"
97,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=PopupWindow:317e46)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.removeLocked:1554', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2691', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2560', 'com.android.server.wm.WindowManagerService.removeWindow:2555']"
98,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=191063310,', 'flags=0x1,', 'tag=""AudioMix"",', 'name=audioserver,', 'ws=null,', 'uid=1041,', 'pid=0']"
99,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=149977903,', 'flags=0x1,', 'tag=""AudioMix"",', 'name=audioserver,', 'ws=null,', 'uid=1041,', 'pid=0']"
100,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=155645244,', 'flags=0x1,', 'tag=""AudioMix"",', 'name=audioserver,', 'ws=null,', 'uid=1041,', 'pid=0']"
101,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=173466309,', 'flags=0x1,', 'tag=""AudioMix"",', 'name=audioserver,', 'ws=null,', 'uid=1041,', 'pid=0']"
102,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=PopupWindow:317e46)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.removeLocked:1554', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2691', 'com.android.server.wm.WindowManagerService.removeWindowLocked:2560', 'com.android.server.wm.WindowManagerService.removeWindow:2555']"
103,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=InputMethod)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.destroyOrSaveSurface:2201', 'com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementInner:517', 'com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementLoop:291', 'com.android.server.wm.WindowSurfacePlacer.performSurfacePlacement:233', 'com.android.server.wm.WindowManagerService$H.handleMessage:8670', 'android.os.Handler.dispatchMessage:105']"
104,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=149977903,', 'flg=0x0,', 'tag=""AudioMix"",', 'name=audioserver"",', 'ws=null,', 'uid=1041,', 'pid=0']"
105,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=155645244,', 'flg=0x0,', 'tag=""AudioMix"",', 'name=audioserver"",', 'ws=null,', 'uid=1041,', 'pid=0']"
106,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=191063310,', 'flg=0x0,', 'tag=""AudioMix"",', 'name=audioserver"",', 'ws=null,', 'uid=1041,', 'pid=0']"
107,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=173466309,', 'flg=0x0,', 'tag=""AudioMix"",', 'name=audioserver"",', 'ws=null,', 'uid=1041,', 'pid=0']"
108,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=189667585,', 'flags=0x1,', 'tag=""*launch*"",', 'name=android,', 'ws=WorkSource{10057},', 'uid=1000,', 'pid=1702']"
109,Andriod,E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['release:lock=189667585,', 'flg=0x0,', 'tag=""*launch*"",', 'name=android"",', 'ws=WorkSource{10057},', 'uid=1000,', 'pid=1702']"
110,Andriod,E41,Destroying surface Surface(name=<*>) called by <*>,"['Destroying', 'surface', 'Surface(name=com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity)', 'called', 'by', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913', 'com.android.server.wm.WindowState.destroyOrSaveSurface:2201', 'com.android.server.wm.AppWindowToken.destroySurfaces:374', 'com.android.server.wm.AppWindowToken.notifyAppStopped:400', 'com.android.server.wm.WindowManagerService.notifyAppStopped:4869', 'com.android.server.am.ActivityStack.activityStoppedLocked:1393', 'com.android.server.am.ActivityManagerService.activityStopped:7690']"
111,Andriod,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","['acquire', 'lock=189667585,', 'flags=0x1,', 'tag=""*launch*"",', 'name=android,', 'ws=WorkSource{10112},', 'uid=1000,', 'pid=1702']"
112,Mac,E265,network changed: <*>(<*>) DNS- Proxy-,"['network', 'changed:', 'v4(en0-:10.105.162.105)', 'v6(en0-:2607:f140:6000:8:c6b3:1ff:fecd:467f)', 'DNS-', 'Proxy-']"
113,Mac,E210,en0: Supported channels <*>,"['en0:', 'Supported', 'channels', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '36', '40', '44', '48', '52', '56', '60', '64', '100', '104', '108', '112', '116', '120', '124', '128', '132', '136', '140', '144', '149', '153', '157', '161', '165']"
114,Mac,E210,en0: Supported channels <*>,"['en0:', 'Supported', 'channels', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '36', '40', '44', '48', '52', '56', '60', '64', '100', '104', '108', '112', '116', '120', '124', '128', '132', '136', '140', '144', '149', '153', '157', '161']"
115,Mac,E265,network changed: <*>(<*>) DNS- Proxy-,"['network', 'changed:', 'v6(en0-:2607:f140:6000:8:c6b3:1ff:fecd:467f)', 'DNS-', 'Proxy-']"
116,Mac,E210,en0: Supported channels <*>,"['en0:', 'Supported', 'channels', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '36', '40', '44', '48', '52', '56', '60', '64', '100', '104', '108', '112', '116', '120', '124', '128', '132', '136', '140', '144', '149', '153', '157', '161', '165']"
